Datetime,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque
30/10/2012 02:00,283.45,286.08,290.03,285.53,294.76,293.31,292.63,297.84,284.83
30/10/2012 03:00,283.32,286.79,288.86,284.69,293.56,291.36,290.99,295.56,284.09
30/10/2012 04:00,283.25,287.98,288.17,284.38,292.14,290.12,289.74,293.68,282.79
30/10/2012 05:00,283.34,288.72,287.62,284.01,291.23,289.02,288.01,292.92,282.47
30/10/2012 06:00,282.86,288.83,287.06,283.65,290.24,288.47,287.28,291.67,283.46
30/10/2012 07:00,282.64,288.77,286.74,283.65,289.35,288.07,286.26,291.73,281.75
30/10/2012 08:00,282.53,288.65,286.38,283.58,288.84,287.25,286.42,290.51,281.29
30/10/2012 09:00,282.48,288.35,285.79,283.78,288.31,287.14,285.32,289.41,280.25
30/10/2012 10:00,282.48,288.37,285.57,284.1,287.38,286.86,285.16,288.52,280.19
30/10/2012 11:00,282.23,288.37,285.58,285.23,286.77,286.87,283.61,287.48,280.01
30/10/2012 12:00,281.95,288.02,284.85,285.72,286.64,287.06,283.54,286.79,278.66
30/10/2012 13:00,281.79,288.13,284.99,286.68,286.51,286.95,283.51,286.7,279.76
30/10/2012 14:00,281.45,288.13,284.76,287.09,286.52,285.66,283.63,286.63,280.43
30/10/2012 15:00,281.41,288.24,284.73,287.08,287.41,288.23,284.81,289.9,282.24
30/10/2012 16:00,281.36,288.18,286.08,286.98,290.9,291.4,288.08,294.27,285.44
30/10/2012 17:00,281.8,288.78,286.75,287.31,293.85,294.96,290.54,296.89,287.7
30/10/2012 18:00,282.19,289.09,288.33,287.64,295.9,297.63,293.69,299.64,288.81
30/10/2012 19:00,283.21,289.57,288.73,287.92,296.04,298.23,294.07,300.34,289.48
30/10/2012 20:00,283.19,290.31,290.8,287.81,298.62,298.8,297.09,302.89,291.69
30/10/2012 21:00,284.19,290.49,292.17,288.09,299.31,298.77,297.46,304.05,292.22
30/10/2012 22:00,284.69,290.85,294.91,288.27,299.19,297.47,298.91,304.56,293.06
30/10/2012 23:00,284.9,290.71,295.14,288.14,297.82,295.92,298.73,304.26,292.85
31/10/2012 00:00,284.93,289.82,294.21,287.58,295.85,294.52,296.56,303.19,291.85
31/10/2012 01:00,284.73,288.99,291.84,286.5,293.81,292.78,293.65,300.56,289.27
31/10/2012 02:00,284.28,288.35,288.52,286.1,291.93,290.78,292.685,298.46,288.46
31/10/2012 03:00,284.64,286.5,287.87,285.85,290.82,289.44,291.72,295.69,287.24
31/10/2012 04:00,284.84,286.73,287.34,285.58,290.23,288.8,290.92,294.1,286.06
31/10/2012 05:00,284.49,286.9,286.95,285.34,289.5,288.12,288.57,292.96,284.55
31/10/2012 06:00,284.68,286.97,286.05,285.46,288.88,287.64,288.12,291.83,283.75
31/10/2012 07:00,284.63,286.92,285.77,285.53,288.3,286.65,287.2,291.72,283.81
31/10/2012 08:00,284.78,286.8,285.49,285.53,287.31,286.19,286.4,291.27,282.18
31/10/2012 09:00,284.55,286.61,285.45,285.46,287.45,286.05,286.18,290.05,281.5
31/10/2012 10:00,284.6,286.61,284.85,285.23,287.36,285.85,286.06,289.01,281.02
31/10/2012 11:00,284.42,286.55,284.64,285.15,286.51,285.27,285.78,287.76,280.74
31/10/2012 12:00,284.26,286.55,284.4,285.16,286.35,285.23,284.8,286.75,280.15
31/10/2012 13:00,284.12,286.79,284.3,285.16,286.35,285.01,283.88,285.99,279.26
31/10/2012 14:00,284.08,287.14,284.55,285.16,285.63,284.97,283.46,286.36,279.68
31/10/2012 15:00,284.04,287.03,284.42,285.23,285.89,286.06,284.78,289.3,283.38
31/10/2012 16:00,284.2,287.13,285.56,285.24,288.03,289.17,288.56,293.47,286.13
31/10/2012 17:00,284.5,287.27,286.65,285.54,291.93,291.77,291.05,296.23,287.33
31/10/2012 18:00,284.55,287.67,287.46,285.89,294.06,295.15,292.35,298.61,288.93
31/10/2012 19:00,284.65,288.02,288.47,286.32,294.67,295.53,296.06,300.68,291.37
31/10/2012 20:00,284.79,288.2,289.6,286.81,295.45,295.05,297.085,302.34,292.59
31/10/2012 21:00,284.36,288.2,290.48,287.07,296.46,296.26,298.11,303.15,293.41
31/10/2012 22:00,284.23,288.2,291.01,286.93,296.27,295.94,299.22,303.79,293.37
31/10/2012 23:00,284.14,288.31,291.81,286.52,295.87,294.45,298.77,303.64,292.76
01/11/2012 00:00,283.84,288.31,290.99,286.4,294.64,292.84,298.09,302.56,291.23
01/11/2012 01:00,284.13,288.07,289.13,286.3,292.72,291.21,296.49,300.57,289.31
01/11/2012 02:00,284.12,287.76,288.03,286.36,291.12,290.28,293.27,297.51,286.17
01/11/2012 03:00,284.12,287.6,287.69,286.51,290.66,289.21,291.67,294.68,285.94
01/11/2012 04:00,284.06,287.59,287.1,286.92,290.04,288.19,290.62,293.52,286.49
01/11/2012 05:00,284.05,287.37,287.01,286.68,289.18,287.61,289.44,291.55,284.14
01/11/2012 06:00,284.05,287.28,286.71,286.61,288.38,287.1,288.2,291.23,282.32
01/11/2012 07:00,284,287.22,286.95,286.5,287.67,286.8,287.07,290.76,282.51
01/11/2012 08:00,283.89,287.01,287.07,286.33,287.55,287.75,287.03,289.98,282.18
01/11/2012 09:00,283.68,286.86,287.27,286.27,287.29,288.22,285.8,288.57,280.76
01/11/2012 10:00,283.63,286.65,287.22,286.27,287.28,288.38,285.22,288.31,280.8
01/11/2012 11:00,283.64,286.43,287.15,286.05,287.32,288.12,284.74,287.03,280.84
01/11/2012 12:00,283.43,286.43,287.22,286.09,286.37,287.36,284.44,286.1,280.06
01/11/2012 13:00,283.29,286.38,287.22,285.94,286.26,286.74,283.47,285.45,279.58
01/11/2012 14:00,283.29,286.21,287.29,285.73,286.39,286.84,283.31,286.04,278.85
01/11/2012 15:00,283.29,286.33,287.37,285.73,287.15,287.61,284.78,289.58,281.67
01/11/2012 16:00,283.34,286.37,287.35,285.9,287.9,288.05,288.66,293.27,285.94
01/11/2012 17:00,283.46,286.6,288.21,286.18,289.47,289.4,291.05,296.12,287.96
01/11/2012 18:00,283.62,286.61,289.08,286.38,290.97,291.47,294.18,298.74,289.86
01/11/2012 19:00,284.2,286.81,289.55,287.02,292.27,292.85,295.34,300.4,291.45
01/11/2012 20:00,284.45,286.7,289.79,287.01,293.2,293.62,297.59,301.78,292.48
01/11/2012 21:00,284.64,286.81,289.79,286.99,293.62,293.43,297.81,302.43,292.73
01/11/2012 22:00,284.67,286.81,289.9,286.98,294.25,293.55,299.47,303.28,292.9
01/11/2012 23:00,284.8,286.21,289.98,287.03,294.1,293.75,299.41,303.02,292.3
02/11/2012 00:00,284.49,286.06,290.02,286.63,292.93,292.37,298.25,302.46,289.24
02/11/2012 01:00,284.22,285.89,289.56,286.34,291.62,290.63,295.39,299.9,286.97
02/11/2012 02:00,284.63,285.37,288.83,285.8,289.94,289.87,293.42,296.96,285.31
02/11/2012 03:00,284.68,285.35,288.75,285.51,289.05,289.23,291.96,294.11,281.78
02/11/2012 04:00,284.54,285.1,288.54,284.93,288.42,289.28,290.9,292.88,283.85
02/11/2012 05:00,284.49,285.05,288.37,284.83,288.13,289.29,289.47,291.82,281.13
02/11/2012 06:00,284.07,285.05,288.09,284.82,287.56,288.94,288.64,291.12,276.15
02/11/2012 07:00,284.14,284.94,288.12,284.9,287.07,289.14,287.33,290.09,276.15
02/11/2012 08:00,284.2,285.14,287.77,284.69,286.67,289.19,287.03,289.63,276.15
02/11/2012 09:00,284.15,285.15,287.82,284.62,286.58,289.15,286.78,289.48,276.15
02/11/2012 10:00,283.89,284.99,287.58,284.42,286.42,289.1,286.81,289.05,278.1
02/11/2012 11:00,284.02,285.09,287.65,284.52,286.94,288.92,285.73,288.4,277.54
02/11/2012 12:00,284.09,284.89,287.65,284.26,287.25,288.7,285.82,286.93,277.39
02/11/2012 13:00,283.97,284.87,287.73,284.11,287.2,288.68,285.26,285.44,276
02/11/2012 14:00,283.7,285,287.72,284.11,287.39,288.7,286,285.55,277.25
02/11/2012 15:00,283.59,284.31,287.76,283.81,287.45,288.86,286.58,289.28,280.34
02/11/2012 16:00,283.51,284.31,287.77,284.01,287.87,289.12,288.67,292.72,286.05
02/11/2012 17:00,283.89,284.79,288.46,284.64,288.63,290.35,290.75,296.22,288.01
02/11/2012 18:00,284.16,285.74,289.43,285.07,289.73,291.42,293.2,298.12,290.07
02/11/2012 19:00,284.33,286.64,289.8,285.54,290.26,291.74,293.64,299.22,290.84
02/11/2012 20:00,285.13,287.57,290.75,286.02,291.91,292.75,296.94,301.88,292.41
02/11/2012 21:00,284.93,287.8,291.28,286.8,292.51,293.18,297.38,302.87,292.42
02/11/2012 22:00,284.77,288.66,291.66,286.64,292.58,293.51,299.21,303.65,292.81
02/11/2012 23:00,284.66,288.71,291.42,286.4,292.6,291.63,298.77,303.64,292.22
03/11/2012 00:00,284.46,288.12,291.09,286.13,291.66,290.42,297.96,302.41,290.37
03/11/2012 01:00,284.49,287.42,289.5,285.72,290.31,289.67,296,300.35,289.46
03/11/2012 02:00,284.34,286.71,287.8,285.52,289.84,289.01,295.27,296.96,286.56
03/11/2012 03:00,284.19,286.19,287.08,285.1,289.06,288.63,294,295.31,286.4
03/11/2012 04:00,284.18,285.79,286.42,285.04,288.4,288.16,292.14,293.41,283.2
03/11/2012 05:00,284.18,285.72,285.49,284.99,287.14,288.67,291.7,292.04,283.71
03/11/2012 06:00,284.18,285.2,285.07,284.74,286.55,288.97,290.73,291.38,283.15
03/11/2012 07:00,284.05,285.08,284.42,284.69,286.33,288.96,289.85,290.84,281.55
03/11/2012 08:00,283.77,284.31,284.02,284.64,285.37,288.89,289.14,290.26,283.15
03/11/2012 09:00,283.94,283.79,283.18,284.64,285.46,288.96,287.83,289.87,278.47
03/11/2012 10:00,283.84,283.2,282.98,284.65,286.12,288.89,286.7,289.35,280.7
03/11/2012 11:00,283.94,282.85,282.43,284.32,286.54,288.85,286.29,288.66,279.98
03/11/2012 12:00,283.9,282.79,281.97,284.3,286.75,288.74,285.05,288.13,278.85
03/11/2012 13:00,283.97,282.98,281.97,284.4,286.99,288.72,284.8,287.89,278.43
03/11/2012 14:00,284.02,282.97,282.3,284.2,287.34,288.67,283.12,287.93,278.26
03/11/2012 15:00,284.13,282.8,282.71,283.72,287.59,288.74,285.24,289.77,282.41
03/11/2012 16:00,284.5,283.66,284.9,284.06,288.62,289.49,288.53,292.13,286.13
03/11/2012 17:00,284.84,284.61,287.32,284.67,289.93,290.62,291.5,295.64,288.23
03/11/2012 18:00,285.05,285.48,288.83,285.43,291.09,291.41,293.92,298.18,289.95
03/11/2012 19:00,285.55,286.51,289.55,286.38,291.73,291.96,294.3,299.36,290.86
03/11/2012 20:00,285.77,287.77,290.7,287.3,292.48,292.47,295.68,300.66,291.6
03/11/2012 21:00,286.26,287.6,291.75,287.28,293.16,293.09,297,301.8,292.34
03/11/2012 22:00,286.78,287.04,291.28,287.52,293.88,292.68,297.24,302.49,292.06
03/11/2012 23:00,286.43,286.01,290.51,287.08,294.1,292.58,297.18,302.46,291.25
04/11/2012 00:00,285.98,285.74,289.89,285.9,293.06,291.64,296.42,301.5,289.45
04/11/2012 01:00,285.77,285.43,288.86,285.72,291.69,290.38,295.49,298.63,285.77
04/11/2012 02:00,285.23,285.1,287.61,285.12,290.11,289.53,292.04,297.05,286.07
04/11/2012 03:00,284.69,285.05,286.49,284.83,289.5,288.43,290.28,294.36,285.84
04/11/2012 04:00,284.26,284.95,286.1,284.95,289.07,287.54,289.17,293.42,285.14
04/11/2012 05:00,284.26,284.89,285.27,284.88,288.31,286.89,288.65,292.85,283.58
04/11/2012 06:00,284.57,284.79,284.48,284.35,288.24,286.5,289.35,292.05,282.16
04/11/2012 07:00,284.57,284.74,284.09,284.35,287.8,285.98,286.89,290.51,280.82
04/11/2012 08:00,284.38,284.85,283.54,284.42,287.08,285.56,286.31,290.32,280.68
04/11/2012 09:00,284.05,284.74,283.4,284.45,286.44,285.39,285.72,289.05,281.26
04/11/2012 10:00,283.95,284.765,283.235,284.515,286.035,285.03,284.965,288.55,280.835
04/11/2012 11:00,283.85,284.79,283.07,284.58,285.63,284.67,284.21,288.05,280.41
04/11/2012 12:00,283.94,284.96,283.26,284.58,285.24,285.03,284.15,287.06,279.42
04/11/2012 13:00,283.94,284.96,283.17,284.45,284.81,285,283.32,286.69,279.11
04/11/2012 14:00,283.78,285.12,283.68,284.51,284.85,284.87,282.59,286.35,279.38
04/11/2012 15:00,283.88,285.22,284.41,284.65,285,285.77,284.56,289.47,279.16
04/11/2012 16:00,284.48,285.54,286.23,284.7,288.49,289.15,288.05,293.36,283.53
04/11/2012 17:00,284.45,286.12,288.72,285.07,291.16,291.17,290.65,295.49,285.59
04/11/2012 18:00,284.14,286.45,289.46,285.39,291.26,291.66,291.3,296.68,286.95
04/11/2012 19:00,284.19,287.14,290.72,285.82,293.36,294.1,293.88,298.59,288.81
04/11/2012 20:00,284.19,288.26,292.8,286.1,295.51,295.51,296.11,300.92,289.87
04/11/2012 21:00,284.19,288.7,293.68,286.62,296.84,294.93,296.22,301.81,290.95
04/11/2012 22:00,284.57,289.13,294.31,286.9,296.75,294.34,297.02,302.38,290.57
04/11/2012 23:00,284.15,289.14,294.63,287.09,296.21,294.24,296.99,302.36,289.97
05/11/2012 00:00,284.37,288.98,294.36,286.87,295.18,293.25,297.74,301.17,288.01
05/11/2012 01:00,284.28,288.33,292.43,286.65,292.93,291.66,295.25,298.74,284.57
05/11/2012 02:00,284.15,287.91,291.06,286.35,292.6,290.81,292.42,296.66,283.51
05/11/2012 03:00,284.43,287.49,289.79,285.99,291.34,289.54,291,294.85,282.11
05/11/2012 04:00,284.11,287.18,288.87,285.88,290.43,289.25,290.33,293.03,281.69
05/11/2012 05:00,283.97,287.13,288.33,285.58,289.57,288.77,290.81,293.02,282.43
05/11/2012 06:00,283.77,286.81,287.69,285.58,289.18,288.05,289.23,292.12,281.36
05/11/2012 07:00,283.82,286.77,286.94,285.39,288.62,287.84,286.48,291.33,279.33
05/11/2012 08:00,283.75,286.62,286.73,285.46,287.97,287.46,287.13,290.77,280.12
05/11/2012 09:00,283.6,286.92,286.29,285.46,286.64,287.15,286.22,291.3,279.4
05/11/2012 10:00,283.7,286.71,285.74,285.46,285.72,287.05,286.76,290,278.36
05/11/2012 11:00,283.8,286.66,285.68,285.19,286.21,286.72,287.05,290.57,278.56
05/11/2012 12:00,283.75,286.71,285.55,285.19,286.72,285.62,285.92,289.01,277.7
05/11/2012 13:00,283.81,286.82,285.43,285.11,287,285.05,284.81,287.52,279.8
05/11/2012 14:00,283.75,286.92,285.27,285.35,285.74,285.93,284.81,287.34,277.49
05/11/2012 15:00,283.75,286.98,285.32,285.62,285.8,287.08,284.55,289.25,279.81
05/11/2012 16:00,283.63,287.27,286.74,285.89,286.8,289.21,288.43,291.04,283.66
05/11/2012 17:00,284.28,287.57,289.62,286.22,291.57,294.63,290.445,294.86,285.28
05/11/2012 18:00,284.55,288.56,291.55,286.69,296.47,297.81,292.46,297.1,287.16
05/11/2012 19:00,284.72,289.12,292.75,287.33,300.5,300.9,296,300.43,288.8
05/11/2012 20:00,285.12,290.88,293.53,288.37,301.77,301.66,296.415,304.14,289.66
05/11/2012 21:00,285.61,292.29,295.535,288.32,302.79,302.085,296.83,303.375,290.16
05/11/2012 22:00,286.1,293.7,297.54,288.27,303.81,302.51,296.83,302.61,290.66
05/11/2012 23:00,286.1,293.7,297.54,288.27,303.81,302.51,296.83,302.61,290.66
06/11/2012 00:00,286.1,293.7,291.48,288.71,303.81,302.51,296.83,302.61,290.66
06/11/2012 01:00,286.1,293.7,294.51,288.49,303.81,302.51,296.83,302.61,290.66
06/11/2012 02:00,286.1,293.7,297.54,288.27,303.81,302.51,296.83,302.61,290.66
06/11/2012 03:00,286.1,293.7,297.54,288.27,303.81,302.51,296.83,302.61,290.66
06/11/2012 04:00,286.1,293.7,297.54,288.27,303.81,302.51,296.83,302.61,290.66
06/11/2012 05:00,286.1,293.7,297.54,288.27,303.81,302.51,296.83,302.61,290.66
06/11/2012 06:00,286.1,293.7,297.54,288.27,303.81,302.51,296.83,302.61,290.66
06/11/2012 07:00,286.09,287.72,288.78,287.41,293.73,294.91,291.11,291.99,278.42
06/11/2012 08:00,286.09,287.72,288.78,287.41,293.73,294.91,291.11,291.99,278.42
06/11/2012 09:00,286.09,287.72,288.78,287.41,293.73,294.91,291.11,291.99,278.42
06/11/2012 10:00,286.09,287.72,288.78,287.41,293.73,294.91,291.11,291.99,278.42
06/11/2012 11:00,286.09,287.72,288.78,287.41,293.73,294.91,291.11,291.99,278.42
06/11/2012 12:00,286.09,287.72,288.78,287.41,293.73,294.91,291.11,291.99,278.42
06/11/2012 13:00,283.14,284.83,288.21,282.38,293.4,295.45,289.57,291.28,281.75
06/11/2012 14:00,283.14,284.83,288.21,282.38,293.4,295.45,289.57,291.28,281.75
06/11/2012 15:00,283.14,284.83,288.21,282.38,293.4,295.45,289.57,291.28,281.75
06/11/2012 16:00,283.14,284.83,288.21,282.38,293.4,295.45,289.57,291.28,281.75
06/11/2012 17:00,283.3066667,285.9,290.3633333,284,297.06,298.4133333,292.505,294.7966667,284.495
06/11/2012 18:00,283.4733333,286.97,292.5166667,285.62,300.72,301.3766667,295.44,298.3133333,287.24
06/11/2012 19:00,283.64,287.58,294.67,286.01,304.38,304.34,297.12,301.83,288.71
06/11/2012 20:00,284.12,288.41,295.98,285.81,306.01,304.13,298.57,303.23,289.94
06/11/2012 21:00,284.21,288.51,296.39,286.41,305.34,303.31,299.78,303.59,290.56
06/11/2012 22:00,284.78,289.19,297.68,286.38,305,302.01,300.43,304.41,290.88
06/11/2012 23:00,284.76,289.56,299.06,286.11,303.09,299.81,299.88,304.43,290.5
07/11/2012 00:00,284.05,289.07,298.21,285.19,302.5,298.14,298.9,303.16,288.93
07/11/2012 01:00,283.25,287.74,296.22,284.09,299.46,295.47,297.92,300.93,286.8
07/11/2012 02:00,283.02,286.68,294.78,283.7,297.73,294.06,295.07,298.28,285.84
07/11/2012 03:00,282.96,285.3,293.03,283.33,296.2,292.64,293.44,295.75,285.18
07/11/2012 04:00,282.69,284.62,292.46,282.91,294.86,291.46,292.83,295.01,284.6
07/11/2012 05:00,282.21,284.22,291.36,282.68,294.39,290.95,291.79,292.77,284.27
07/11/2012 06:00,281.83,284.53,290.03,281.78,292.88,290.78,291.17,291.75,283.96
07/11/2012 07:00,281.43,284.32,289.2,281.58,291.62,289.24,290.59,291.46,281.72
07/11/2012 08:00,281.56,284.32,288.63,281.52,290.73,288.98,289.77,291.5,281.68
07/11/2012 09:00,281.67,284.06,287.89,281.24,289.94,287.87,288.08,291.1,280.98
07/11/2012 10:00,281.77,284.1,287.22,280.94,289.98,287.9,288.09,290.4,281.01
07/11/2012 11:00,281.67,284.17,286.56,280.81,289.27,287.43,287.71,289.18,279.94
07/11/2012 12:00,281.68,283.95,286.07,280.94,288.78,287.4,287.23,288.25,280.96
07/11/2012 13:00,281.78,284.06,285.98,280.39,288.24,286.69,285.71,287.42,279.98
07/11/2012 14:00,281.72,284.16,285.3,280.33,288.09,286.04,285.71,286.95,279.53
07/11/2012 15:00,281.77,284.33,286.08,280.29,288.66,287.21,289.72,289.56,282.94
07/11/2012 16:00,281.83,284.48,288.27,280.63,292.25,290.78,291.575,293.32,286
07/11/2012 17:00,282.01,285.07,291.26,281.48,294.74,292.99,293.43,296.67,287.58
07/11/2012 18:00,281.88,285.27,293.53,282.6,296.99,294.73,296.04,299.63,289.52
07/11/2012 19:00,281.2,285.64,294.47,283.93,298.61,294.37,296.37,301.64,290.45
07/11/2012 20:00,281.31,285.91,295.76,284.57,299.55,296.76,298.79,302.94,292.15
07/11/2012 21:00,281.51,286.29,296.02,285.49,299.56,296.79,299.17,303.59,292.39
07/11/2012 22:00,281.82,286.93,297,285.48,299.38,297,299.52,304.14,292.25
07/11/2012 23:00,281.86,286.87,297.76,285.49,298.39,296.21,299.42,304.57,292.29
08/11/2012 00:00,282.17,286.81,297.58,285.39,296.48,294.86,299.92,303.35,289.34
08/11/2012 01:00,282.39,286.49,295.41,285.12,294.13,292.93,296.82,300.95,284.48
08/11/2012 02:00,282.33,286.01,293.15,284.92,292.95,290.78,294.41,297.78,285.09
08/11/2012 03:00,282.92,285.85,290.84,284.52,292.23,289.91,292.82,295.94,283.53
08/11/2012 04:00,282.95,285.59,289.84,284.24,291.29,289.27,291.43,294.56,282.79
08/11/2012 05:00,282.98,285.49,289.03,283.69,290.89,288.9,291.43,293.17,282.74
08/11/2012 06:00,283.22,285.05,287.92,283.24,290.04,288.86,289.88,292.15,282.72
08/11/2012 07:00,282.95,284.62,287.42,282.99,289.88,288.69,287.96,291.2,282
08/11/2012 08:00,282.53,283.81,286.68,282.63,289.7,288.46,287.87,290.76,281.33
08/11/2012 09:00,282.02,282.33,285.97,282.22,289.22,288.3,287.02,290.22,279.29
08/11/2012 10:00,281.07,281.56,285.78,281.52,289.01,288.19,286.02,288.79,279.29
08/11/2012 11:00,280.67,280.94,285.36,281.13,288.61,287.89,286.18,287.97,279.98
08/11/2012 12:00,280.23,280.69,284.97,280.97,288.52,287.22,284.91,287.52,277.04
08/11/2012 13:00,279.99,280.34,284.81,280.17,288.78,285.43,284.93,287.2,277.05
08/11/2012 14:00,279.49,279.28,284.57,280.5,288.61,286.09,284.14,286.81,277.4
08/11/2012 15:00,279.47,278.95,284.62,280.46,288.81,286.61,285.24,289.89,281.88
08/11/2012 16:00,279.46,279.18,285.4,279.97,288.71,287.36,288.54,293.46,285.77
08/11/2012 17:00,280.79,280.71,285.82,281.05,289.38,288.84,290.31,293.6,287.18
08/11/2012 18:00,281.66,282.67,286.86,282.09,291.12,289.8,292.08,297.72,288.71
08/11/2012 19:00,282.8,284.26,287.75,283.33,292,291.62,294.52,299.39,290.19
08/11/2012 20:00,282.97,284.45,287.85,284.25,293.07,292.35,296.37,301.41,291.03
08/11/2012 21:00,282.91,284.97,288.33,284.09,294.02,293.44,297.85,302.68,292.22
